abandon	elhagyott
precise	pontos
precisely	pontosan
precision	pontosság
predators	ragadozók
predecessor	előző
predict	megjósolni
predicted	megjósolta
predominantly	túlnyomórészt
prefer	jobban szeret
preference	preferencia
preferred	előnyben részesített
prefers	előnyben részesíti
pregnancy	terhesség
pregnant	terhes
prehistoric	őskori
preliminary	előzetes
premier	miniszterelnök
premiere	bemutató
premiered	premierje
premises	helyiségek
premium	prémium
preparation	készítmény
preparations	előkészületek
prepare	készít
prepared	előkészített
preparing	felkészülés
prescribed	előírt
prescription	recept
presence	jelenlét
present	jelenlegi
presentation	bemutatás
presented	bemutatott
presenting	bemutatása
presents	bemutatja
preservation	megőrzés
preserve	megőrizni
preserved	konzervált
presidency	elnökség
president	elnök
presidential	elnöki
press	nyomja meg
pressed	sajtolt
pressing	megnyomva
pressure	nyomás
prestigious	tekintélyes
pretend	úgy tesznek
pretended	tettetett
pretty	szép
prevent	megakadályozni
prevented	megakadályozta
preventing	megakadályozva
prevention	megelőzés
prevents	megakadályozza
previous	előző
previously	korábban
prey	áldozat
price	ár
prices	árak
pride	büszkeség
priest	pap
priests	papok
primarily	elsősorban
primary	elsődleges
prime	elsőszámú
primitive	primitív
prince	herceg
princess	hercegnő
principal	fő
principle	elv
principles	elveket
print	nyomtatás
printed	nyomtatott
printer	nyomtató
printing	nyomtatás
prints	nyomatok
prior	előzetes
priority	kiemelten fontos
prison	börtön
prisoner	Rab
prisoners	foglyok
privacy	magánélet
private	magán
privately	privátban
prize	díj
probability	valószínűség
probably	valószínűleg
probe	szonda
problem	probléma
problems	problémákat
procedure	eljárást
procedures	eljárások
proceed	folytassa
proceedings	eljárás
process	folyamat
processed	feldolgozott
processes	folyamatokat
processing	feldolgozás
processor	processzor
proclaimed	hirdette ki
produce	előállítani
produced	előállított
producer	termelő
producers	termelők
produces	termel
producing	termelő
product	termék
production	Termelés
productions	produkciók
productions	were produkciók voltak
productive	termelő
productivity	termelékenység
products	Termékek
profession	szakma
professional	szakmai
professionals	szakemberek
professor	Egyetemi tanár
profile	profil
profiles	profilok
profit	nyereség
profitable	jövedelmező
profits	nyereséget
profound	mély
programme	program
programmes	programokat
programming	programozás
programs	programokat
progress	előrehalad
progression	progresszió
progressive	haladó
prohibited	tiltott
project	projekt
projection	kivetítés
projects	projektek
prolonged	meghosszabbított
prominent	kiemelkedő
promise	ígéret
promised	igért
promises	ígéreteket
promising	biztató
promote	népszerűsít
promoted	előléptették
promotes	előmozdítja
promoting	előmozdítása
promotion	promóció
prone	hajlamos
pronounced	kiejtett
proof	bizonyíték
proper	megfelelő
properly	megfelelően
properties	tulajdonságait
property	ingatlan
proportion	arány
proposal	javaslat
proposals	javaslatokat
propose	javasol
proposed	javasolta
prostate	prosztata
protagonist	főszereplő
protect	védeni
protected	védett
protecting	védelmező
protection	védelem
protective	védő
protects	védi
protein	fehérje
proteins	fehérjék
protest	tiltakozás
protestant	protestáns
protesters	tüntetők
protests	tiltakozik
protocol	jegyzőkönyv
protocols	protokollok
prototype	prototípus
proud	büszke
prove	bizonyít
proved	bizonyított
proven	igazolt
provide	biztosítani
provided	biztosítani
provider	szolgáltató
providers	szolgáltatók
provides	biztosítja
providing	gondoskodás
province	tartomány
provinces	tartományok
provincial	vidéki
provision	rendelkezés
provisions	rendelkezések
proximity	közelség
pseudo	ál
psychological	pszichológiai
psychology	pszichológia
public	nyilvános
publication	kiadvány
publications	kiadványok
publicly	nyilvánosan
publish	közzé
published	közzétett
publisher	kiadó
publishing	kiadás
pull	Húzni
pulled	húzta
pulling	húzás
pulmonary	tüdő-
pulp	pép
pump	szivattyú
pumping	szivattyúzás
pumps	szivattyúk
punish	megbüntetni
punished	megbüntették
punishment	büntetés
pupils	tanulók
purchase	Vásárlás
purchased	vásárolt
purchasing	vásárlás
pure	tiszta
purely	tisztán
purity	tisztaság
purple	lila
purpose	célja
purposes	célokra
pursue	üldözni
pursued	üldözött
push	nyom
pushed	meglökött
pushing	toló
put	tegye
Putin	putyin
puts	tesz
putting	elhelyezés
puzzle	kirakós játék
pyramid	piramis
qualification	képesítés
qualified	képzett
qualifying	minősítő
qualities	minőségeket
quality	minőség
quantitative	mennyiségi
quantities	mennyiségeket
quantity	Mennyiség
quantum	kvantum
quarter	negyed
quarters	szállás
quartz	kvarc
queen	királynő
queens	királynők
quest	küldetés
question	kérdés
questioned	megkérdőjelezték
questions	kérdéseket
quick	gyors
quickly	gyorsan
quiet	csendes
quietly	csendesen
quit	Kilépés
quite	egészen
rabbit	nyúl
rabbits	nyulak
race	verseny
races	versenyek
racial	faji
racing	verseny
racism	rasszizmus
racist	rasszista
radiation	sugárzás
radical	radikális
radio	rádió
radioactive	radioaktív
raid	rajtaütés
rail	vasút
railroad	vasút
railway	vasúti
railways	vasutak
rain	eső
rainbow	szivárvány
raining	esik az eső
rains	esők
rainy	esős
raise	emel
raised	emelt
raising	emelés
rally	gyűlés
ran	futott
random	véletlen
range	hatótávolság
ranges	tartományok
ranging	körű
rank	rang
ranked	rangsorolt
ranking	rangsor
ranks	rangok
rape	erőszak
rapid	gyors
rapidly	gyorsan
rare	ritka
rarely	ritkán
rat	patkány
rate	mérték
rated	névleges
rates	árfolyamok
rather	Inkább
rating	értékelés
ratings	értékelések
ratio	hányados
rational	racionális
rats	patkányok
raw	nyers
ray	sugár
rays	sugarak
re	újra
reach	elérheti
reached	elérte
reaches	elér
reaching	elérve
reaction	reakció
reactions	reakciók
reactive	reaktív
reactor	reaktor
read	olvas
reader	olvasó
readers	olvasók
reading	olvasás
reads	olvas
real	igazi
realistic	reális
reality	valóság
realize	Rájön
realized	rájött
really	igazán
realm	birodalom
rear	hátulsó
reason	ok
reasonable	ésszerű
reasoning	érvelés
reasons	okokból
rebel	lázadó
rebellion	lázadó
rebels	lázadók
rebuilt	átépítették
receive	kap
received	kapott
receiver	vevő
receives	kap
receiving	fogadása
recent	friss
recently	mostanában
reception	recepció
receptors	receptorok
recipe	recept
recipes	receptek
recipient	befogadó
recognised	elismert
recognition	elismerés
recognize	elismerik
recognized	elismert
recommend	ajánlani
recommendation	ajánlást
recommendations	ajánlásokat
recommended	ajánlott
reconstruction	újjáépítés
record	rekord
recorded	rögzített
recording	felvétel
recordings	felvételeket
records	rekordokat
recover	visszaszerez
recovered	felépült
recovery	felépülés
recreation	pihenés
recreational	szabadidős
recruited	beszervezett
rectangular	négyszögletes
recurring	ismétlődő
recycling	újrafeldolgozás
red	piros
reduce	csökkenteni
reduced	csökkent
reduces	csökkenti
reducing	csökkenti
reduction	csökkentés
reed	nád
reef	zátony
refer	utal
reference	referencia
references	hivatkozások
referendum	népszavazás
referred	hivatkozott
referring	utalva
refers	utal
refined	kifinomult
reflect	tükrözik
reflected	tükröződött
reflection	visszaverődés
reflects	tükrözi
reformed	református
reforms	reformokat
refrigerator	hűtőszekrény
refuge	menedék
refugees	menekültek
refuse	megtagadja
refused	visszautasította
refuses	megtagadja
regard	tekintettel
regarded	tekintett
regarding	tekintetében
regardless	tekintet nélkül
regime	rezsim
regiment	ezred
region	vidék
regional	regionális
regions	régiók
register	Regisztráció
registered	bejegyzett
registration	bejegyzés
regret	megbánás
regular	szabályos
regularly	rendszeresen
regulate	szabályoz
regulated	szabályozott
regulation	szabályozás
regulations	előírások
regulatory	szabályozó
rehabilitation	rehabilitáció
reign	uralkodik
reinforced	megerősített
reject	elutasít
rejected	elutasítva
rejection	elutasítás
related	összefüggő
relates	kapcsolódik
relating	kapcsolatos
relation	kapcsolat
relations	kapcsolatokat
relationship	kapcsolat
relationships	kapcsolatok
relative	relatív
relatives	rokonai
relax	lazíts
relaxation	kikapcsolódás
relaxed	kipihent
relaxing	pihentető
relay	relé
release	kiadás
released	kiadták
releases	kiadja
releasing	felszabadító
relevant	ide vonatkozó
reliability	megbízhatóság
reliable	megbízható
relief	megkönnyebbülés
relieve	enyhíteni
religion	vallás
religions	vallások
religious	vallási
relocated	áthelyezték
rely	támaszkodni
remain	marad
remained	maradt
remaining	többi
remains	maradványok
remarkable	figyelemre méltó
remedy	jogorvoslat
remember	emlékezik
remembered	Emlékezett
remind	emlékeztet
reminds	emlékeztet
reminiscent	emlékeztető
remote	távoli
removal	eltávolítás
remove	távolítsa el
removed	eltávolították
removing	eltávolítása
renaissance	reneszánsz
renal	vese
renamed	átnevezték
renewable	megújuló
renewed	megújult
renovated	felújított
renovation	felújítása
renowned	híres
rent	bérlés
rental	bérbeadás
rented	bérelt
repair	javítás
repaired	javítva
repairs	javítások
repeat	ismétlés
repeated	megismételt
repeatedly	többször
replace	cserélje ki
replaced	lecserélték
replacement	csere
replacing	cseréje
report	jelentés
reported	jelentették
reportedly	állítólag
reporter	riporter
reports	jelentéseket
represent	képviselni
representation	reprezentáció
representative	reprezentatív
representatives	képviselői
represented	képviselve
representing	képviselő
represents	képviseli
reproduce	szaporodni
reproduction	reprodukció
reproductive	szaporodó
republic	köztársaság
republican	köztársasági
reputation	hírnév
request	kérés
requested	kérte
requests	kéréseket
require	igényelnek
required	kívánt
requirement	követelmény
requirements	követelményeknek
requires	igényel
requiring	igénylő
rescue	mentés
research	kutatás
researcher	kutató
researchers	kutatók
resemble	hasonlítani
resembles	hasonlít
reservation	foglalás
reserve	lefoglal
reserved	fenntartott
reserves	tartalékok
reservoir	rezervoár
residence	rezidencia
resident	lakos
residential	lakó
residents	lakosok
resignation	lemondás
resigned	lemondó
resin	gyanta
resist	ellenáll
resistance	ellenállás
resistant	ellenálló
resolution	felbontás
resolve	elhatározás
resolved	megoldva
resort	üdülő
resource	forrás
resources	erőforrások
respect	tisztelet
respected	tisztelt
respective	illető
respectively	illetőleg
respiratory	légúti
respond	reagál
responded	válaszolt
response	válasz
responses	válaszokat
responsibilities	felelősségeket
responsibility	felelősség
responsible	felelős
rest	pihenés
restaurant	étterem
restaurants	éttermek
restoration	felújítás
restore	visszaállítás
restored	helyreállították
restricted	korlátozott
restrictions	korlátozásokat
result	eredmény
resulted	eredményezett
resulting	eredő
results	eredmények
resumed	folytatta
retail	kiskereskedelem
retain	megtartani
retained	megtartva
retire	visszavonul
retired	nyugdíjas
retirement	nyugdíjazás
retreat	visszavonulás
return	Visszatérés
returned	visszatért
returning	visszatérő
returns	visszatér
reveal	felfed
revealed	kiderült
reveals	feltárja
revenge	bosszú
revenue	bevételt
reverse	fordított
review	felülvizsgálat
reviewed	áttekintette
reviews	vélemények
revised	átdolgozva
revival	ébredés
revived	újjáéledt
revolt	lázadás
revolution	forradalom
revolutionary	forradalmi
reward	jutalom
rhythm	ritmus
rice	rizs
rich	gazdag
rid	megszabadulni
ride	lovagol
ridge	gerinc
ridiculous	nevetséges
riding	lovaglás
rifle	puska
right	jobb
rights	jogokat
rigid	merev
ring	gyűrű
rings	gyűrűk
rise	emelkedik
rises	emelkedik
rising	emelkedő
risk	kockázat
risks	kockázatokat
ritual	szertartás
rituals	rituálék
rival	vetélytárs
rivals	riválisok
river	folyó
rivers	folyók
road	út
roads	utak
rob	rabolni
robbery	rablás
robin	vörösbegy
robots	robotok
robust	erős
rock	szikla
rocket	rakéta
rocks	sziklák
rocky	sziklás
rod	rúd
roger	helyes
role	szerep
roles	szerepeket
roll	tekercs
rolled	gurult
roller	henger
rolling	gördülő
rolls	tekercs
roman	római
romance	románc
romania	románia
Romanian	román
romans	rómaiak
romantic	romantikus
rome	Róma
roof	tető
room	szoba
rooms	szobák
root	gyökér
rooted	gyökeres
roots	gyökerei
rope	kötél
rose	rózsa
roses	rózsákat
rotary	forgó
rotating	forgó
rotation	forgás
rotten	rothadt
rough	durva
roughly	nagyjából
round	kerek
rounded	lekerekített
rounds	fordulóban
route	útvonal
routes	útvonalak
routine	rutin
row	sor
rows	sorokat
royal	királyi
rub	dörzsölés
rubber	radír
rude	durva
rugby	rögbi
ruin	ROM
ruins	romok
rule	szabály
ruled	uralkodott
ruler	vonalzó
rulers	uralkodók
rules	szabályokat
ruling	uralkodó
rumors	pletykák
run	fuss
runner	futó
running	futás
runs	fut
rural	vidéki
rush	rohanás
rushed	rohant
russia	Oroszország
russian	orosz
russians	oroszok
sacred	szent
sacrifice	áldozat
sad	szomorú
sadness	szomorúság
safe	biztonságos
safely	biztonságosan
safety	biztonság
said	mondott
sail	vitorla
sailed	hajózott
sailing	vitorlázás
sailors	tengerészek
saint	szent
saints	szentek
sake	kedvéért
salad	saláta
salary	fizetés
sale	eladás
sales	értékesítés
salmon	lazac
salt	só
salts	sók
salvation	megváltás
same	azonos
sami	szami
sample	minta
samples	minták
samuel	Sámuel
sanctions	szankciókat
sanctuary	szentély
sand	homok
sandwich	szendvics
sandy	homokos
sang	énekelt
santa	Télapó
sarah	Sára
sat	ült
satellite	műhold
satellites	műholdak
satisfaction	elégedettség
satisfied	elégedett
satisfy	kielégíteni
saturday	szombat
sauce	szósz
Saudi	Szaúdi
sausage	kolbász
save	megment
saved	mentett
saving	megtakarítás
savings	megtakarítás
saw	fűrész
say	mond
saying	mondás
says	mondja
scale	skála
scales	Mérleg
scan	letapogatás
scandal	botrány
scare	megijeszt
scared	megrémült
scary	ijedős
scattered	elszórt
scenario	forgatókönyv
scene	színhely
scenes	jelenetek
scent	illat
schedule	menetrend
scheduled	Ütemezett
scheme	rendszer
schemes	sémák
scholar	tudós
scholars	tudósok
scholarship	ösztöndíj
school	iskola
schools	iskolák
science	tudomány
sciences	tudományok
scientific	tudományos
scientist	tudós
scientists	tudósok
scope	hatálya
score	pontszám
scored	gólt szerzett
scores	pontszámokat
scoring	pontozás
scottish	skót
scratch	karcolás
scream	sikoly
screaming	sikoltozva
screen	képernyő
screening	szűrés
screenplay	forgatókönyv
screens	képernyők
screw	csavar
script	forgatókönyv
sculpture	szobor
sculptures	szobrok
sea	tenger
seal	fóka
sealed	zárt
seals	pecsétek
search	keresés
searched	keresett
searching	keresés
seas	tengerek
season	évad
seasonal	szezonális
seasons	évszakok
seat	ülés
seats	ülések
second	második
secondary	másodlagos
seconds	másodpercig
secret	titok
secretary	titkár
secretly	titkosan
secrets	titkok
section	szakasz
sections	szakaszok
sector	ágazat
sectors	ágazatokban
secular	világi
secure	biztonságos
secured	biztosított
security	Biztonság
see	lát
seed	mag
seeds	magvak
seeing	látás
seek	keresni
seeking	keres
seeks	keresi
seem	látszik
seemed	úgy tűnt
seemingly	látszólag
seems	úgy tűnik
seen	látott
sees	lát
segment	szegmens
segments	szegmensek
seized	lefoglalták
select	válassza ki
selected	kiválasztott
selection	kiválasztás
selective	szelektív
self	maga
selfish	önző
sell	elad
seller	eladó
selling	eladási
sells	eladja
semi	félig
senate	szenátus
senator	szenátor
send	Küld
sending	küldés
sends	küld
senior	idősebb
sensation	szenzáció
sense	érzék
senses	érzékszervek
sensitive	érzékeny
sensitivity	érzékenység
sensor	érzékelő
sensors	érzékelők
sensory	szenzoros
sent	küldött
sentence	mondat
sentenced	elítélték
sentences	mondatokat
separate	különálló
separated	elválasztott
separately	külön
separation	elválasztás
september	szeptember
sequel	folytatás
sequence	sorrend
sequences	sorozatok
serbia	Szerbia
Serbian	szerb
serial	sorozatszám
series	sorozat
serious	komoly
seriously	Komolyan
serum	szérum
servants	szolgák
serve	szolgál
served	szolgált
server	szerver
servers	szerverek
serves	szolgál
service	szolgáltatás
services	szolgáltatások
serving	szolgáló
session	ülés
sessions	üléseken
set	készlet
sets	készletek
setting	beállítás
settings	beállítások
settle	rendezni
settled	letelepedett
settlement	település
settlements	települések
settlers	telepesek
seven	hét
seventh	hetedik
several	számos
severe	szigorú
severely	szigorúan
severity	súlyossága
sex	szex
sexual	szexuális
shade	árnyék
shades	árnyalatok
shadow	árnyék
shadows	árnyékok
shaft	tengely
shah	sah
shake	ráz
shaking	rázás
shall	kell
shallow	sekély
shame	szégyen
shape	alak
shaped	alakú
shapes	formák
share	Ossza meg
shared	megosztott
shares	megoszt
sharing	megosztás
shark	cápa
sharks	cápák
sharp	éles
she	ő
shed	fészer
sheep	juh
sheet	lap
sheets	ágynemű
shelf	polc
shell	héj
shells	kagylók
shelter	menedék
shepherd	pásztor
sheriff	seriff
shield	pajzs
shift	váltás
shifted	eltolódott
shine	ragyog
ship	hajó
shipping	szállítás
ships	hajókat
shirt	ing
shirts	ingek
shit	szar
shock	sokk
shocked	döbbent
shoe	cipő
shoes	cipő
shook	megrázta
shoot	lő
shooting	lövés
shoots	lő
shop	üzlet
shopping	bevásárlás
shops	üzletek
shore	partra
shore	partra
short	rövid
shorter	rövidebb
shortly	hamarosan
shorts	rövidnadrág
shot	lövés
shots	lövések
should	kellene
shoulder	váll
shoulders	vállak
show	előadás
showed	mutatta
shower	zuhany
showing	mutatja
shown	Látható
shows	mutatja
shrimp	garnélarák
shut	bezárva
shuttle	űrsikló
shy	félénk
siblings	testvérek
sick	beteg
side	oldal
sided	oldalú
sides	oldalain
siege	ostrom
sierra	hegylánc
sight	látás
sign	jel
signal	jel
signals	jeleket
signature	aláírás
signed	aláírva
significance	jelentőség
significant	jelentős
significantly	szignifikánsan
signing	aláírás
signs	jelek
silence	csend
silent	csendes
silicon	szilícium
silk	selyem
silver	ezüst
similar	hasonló
similarities	hasonlóságok
similarly	hasonlóképpen
simple	egyszerű
simplest	legegyszerűbb
simplicity	egyszerűség
simply	egyszerűen
simulation	szimuláció
simultaneous	egyidejű
simultaneously	egyidejűleg
sin	bűn
since	mivel
sincere	őszinte
sing	énekel
singapore	szingapúr
singer	énekes
singers	énekesek
singing	éneklés
single	egyetlen
singles	egyedülállók
sings	énekel
sink	mosogató
sins	bűnök
sir	uram
sister	nővér
sisters	nővérek
site	webhely
sites	oldalak
sits	ül
sitting	ülés
situated	található
situation	helyzet
situations	helyzetekben
six	hat
sixteen	tizenhat
sixth	hatodik
sixty	hatvan
size	méret
sized	méretű
sizes	méretek
skeleton	csontváz
sketch	vázlat
ski	sí
skiing	síelés
skill	készség
skilled	szakképzett
skin	bőr
skip	kihagyni
skirt	szoknya
skull	koponya
sky	ég
skyscrapers	felhőkarcoló
slaughterhouses	vágóhidak
slave	rabszolga
slavery	rabszolgaság
slaves	rabszolgák
sleep	alvás
sleeping	alvás
sleepy	álmos
sleeve	ujj
sleeves	ujjú
slept	aludt
slide	csúszik
sliding	csúszó
slight	enyhe
slightly	némileg
slip	csúszás
slipped	megcsúszott
slope	lejtő
slopes	lejtőkön
slot	rés
slow	lassú
slowly	lassan
small	kicsi
smaller	kisebb
smallest	legkisebb
smart	Okos
smarter	okosabb
smartphone	okostelefon
smell	szag
smells	szagokat
smile	mosoly
smiled	mosolygott
smiling	mosolygás
smith	Kovács
smoke	füst
smoked	füstölt
smoking	dohányzó
smooth	sima
snack	falatozás
snake	kígyó
snakes	kígyók
snow	hó
so	így
soap	szappan
soccer	futball
social	szociális
socialist	szocialista
societies	társaságok
society	társadalom
socio	szocio
socks	zokni
sodium	nátrium
sofa	kanapé
soft	puha
software	szoftver
soil	talaj
soils	talajok
solar	nap
sold	eladott
soldier	katona
soldiers	katonák
sole	egyetlen
solely	kizárólag
solid	szilárd
solidarity	szolidaritás
solo	szóló
soluble	oldódó
solution	megoldás
solutions	megoldásokat
solve	megoldani
solved	megoldva
solvent	oldószer
solving	megoldása
somalia	Szomália
some	néhány
somehow	valahogy
someone	valaki
something	valami
sometime	majd valamikor
sometimes	néha
somewhat	némileg
somewhere	valahol
son	fiú
song	dal
songs	dalok
songwriter	dal író
sons	fiai
soon	hamar
sooner	hamarabb
sophisticated	kifinomult
sorry	sajnálom
sort	fajta
sought	keresett
soul	lélek
souls	lelkek
sound	hang
sounds	hangokat
soundtrack	hangsáv
soup	leves
sour	savanyú
source	forrás
sources	források
south	déli
southeast	délkeleti
southeastern	délkeleti
southern	déli
southwest	délnyugati
sovereign	szuverén
soviet	szovjet
spa	gyógyfürdő
space	hely
spacecraft	űrhajó
spaces	terek
spacious	tágas
Spain	Spanyolország
spanish	spanyol
spare	tartalék
spark	szikra
spatial	térbeli
speak	beszél
speaker	hangszóró
speakers	hangszórók
speaking	beszélő
speaks	beszél
special	különleges
specialist	szakember
specialists	szakemberek
specialized	specializált
specially	különösen
specialty	különlegesség
species	faj
specific	különleges
specifically	kimondottan
specification	leírás
specified	meghatározott
specify	adja meg
specimen	mintadarab
specimens	példányok
spectacular	látványos
spectrum	spektrum
speech	beszéd
speed	sebesség
speeds	sebességek
spell	varázslat
spend	tölt
spending	kiadások
spends	költ
spent	költött
sphere	szféra
spherical	gömbölyű
spicy	fűszeres
spider	pók
spiders	pókok
spinal	gerinc-
spine	gerinc
spinning	fonás
spiral	spirál
spirit	szellem
spirits	szellemek
spiritual	lelki
spit	nyárs
split	hasított
spoke	beszéltem
spoken	beszélt
sponsor	szponzor
sponsored	szponzorált
spontaneous	spontán
spoon	kanál
sporting	sport
sports	sport
spot	folt
spots	helyek
spotted	észlelve
spray	permet
spread	terjedés
spreading	terjed
spring	tavaszi
springs	rugók
spy	kém
squad	osztag
squadron	repülőszázad
square	négyzet
squares	négyzetek
stability	stabilitás
stable	stabil
stack	Kazal
stadium	stádium
stadiums	stadionok
staff	személyzet
stage	színpad
staged	megrendezett
stages	szakasz
stained	foltos
stainless	rozsdamentes
stairs	lépcsők
stake	tét
stamp	bélyeg
stamps	bélyegek
stand	állvány
standard	alapértelmezett
standards	szabványoknak
standing	álló
stands	áll
star	csillag
starred	csillagos
starring	főszerepben
start	Rajt
started	elindult
starting	induló
starts	elindul
state	állapot
stated	megállapított
statement	nyilatkozat
statements	nyilatkozatok
states	Államok
static	statikus
station	állomás
stations	állomások
statistical	statisztikai
statistics	statisztika
statue	szobor
status	állapot
stay	marad
stayed	maradt
staying	tartózkodás
stays	marad
steady	állandó
steal	lop
stealing	lopás
steam	gőz
steel	acél
steep	meredek
steering	kormányzás
stem	származik
stems	szára
step	lépés
Stephen	István
stepped	lépett
steps	lépések
stereo	sztereó
steven	István
stick	rúd
sticks	botok
still	még mindig
stimulate	serkenteni
stimulation	stimuláció
stir	keverjük meg
stock	Készlet
stocks	készletek
stole	stóla
stolen	lopott
stomach	gyomor
stone	kő
stones	kövek
stood	állt
stop	állj meg
stopped	megállt
stopping	megállás
stops	megáll
storage	tárolás
store	bolt
stored	tárolva
stores	üzletek
stories	történeteket
storm	vihar
storms	viharok
story	sztori
stove	tűzhely
straight	egyenes
strain	törzs
strains	törzsek
strange	furcsa
stranger	idegen
strangers	idegenek
strategic	stratégiai
strategies	stratégiákat
strategy	stratégia
straw	szalma
stream	folyam
streaming	folyó
streams	patakok
street	utca
streets	utcák
strength	erő
strengthen	erősíteni
strengthened	megerősített
strengthening	erősítése
stress	feszültség
stressed	hangsúlyozta
stretch	nyújtózkodni
stretched	feszített
stretching	nyújtás
strict	szigorú
strictly	szigorúan
strike	sztrájk
strikes	sztrájkol
striking	meglepő
string	húr
strings	húrok
strip	szalag
strips	csíkok
strong	erős
stronger	erősebb
strongest	legerősebb
strongly	erősen
struck	ütött
structural	szerkezeti
structure	szerkezet
structured	strukturált
structures	szerkezetek
struggle	küzdelem
struggled	küzdött
struggling	küszködik
stub	csonk
stubborn	makacs
stuck	megragadt
student	diák
students	hallgatók
studied	tanult
studies	tanulmányok
studio	stúdió
study	tanulmány
studying	tanul
stuff	dolog
stuffed	töltött
stunning	lenyűgöző
stupid	hülye
style	stílus
styles	stílusok
stylish	elegáns
sub	alatti
subject	tantárgy
subjected	alávetve
subjects	tantárgyak
submarine	tengeralattjáró
submit	Beküldés
submitted	benyújtott
subsequent	későbbi
subsequently	később
subsidiary	leányvállalat
substance	anyag
substances	anyagokat
substantial	lényeges
substantially	lényegesen
substitute	helyettes
substrate	szubsztrát
subtle	kifinomult
suburb	külváros
suburban	külvárosi
suburbs	külvárosok
subway	metró
succeed	sikerül
succeeded	sikerült
success	siker
successful	sikeres
successfully	sikeresen
succession	utódlás
successor	utód
such	ilyen
sudden	hirtelen
suddenly	hirtelen
suffer	szenvedni
suffered	szenvedett
suffering	szenvedő
suffers	szenved
sufficient	elegendő
sugar	cukor
suggest	javasolja
suggested	javasolta
suggestion	javaslat
suggestions	javaslatokat
suggests	javasolja
suicide	öngyilkosság
suit	öltöny
suitable	alkalmas
suitcase	bőrönd
suite	lakosztály
suited	alkalmas
suits	ruhák
sulfur	kén
sultan	szultán
sum	összeg
summary	összefoglaló
summer	nyár
summit	csúcstalálkozó
sun	nap
sunday	vasárnap
sundays	vasárnap
sung	énekelte
sunlight	napfény
sunny	napos
sunset	napnyugta
super	szuper
superior	kiváló
supermarket	szupermarket
supernatural	természetfölötti
supervision	felügyelet
supplement	kiegészítés
supplements	kiegészítők
supplied	szállított
supplier	támogató
suppliers	szállítók
supplies	kellékek
supply	kínálat
support	támogatás
supported	támogatott
supporter	támogató
supporters	támogatói
supporting	támogató
supports	támogatja
supposed	feltételezett
suppress	elnyom
supreme	legfőbb
sure	biztos
surely	biztosan
surface	felület
surfaces	felületek
surgeon	sebész
surgery	sebészet
surgical	sebészeti
surprise	meglepetés
surprised	meglepődött
surprising	meglepő
surrender	megadás
surround	körülveszi
surrounded	körülvett
surrounding	környező
surroundings	környéke
surveillance	felügyelet
survey	felmérés
survival	túlélés
survive	túlélni
survived	túlélte
surviving	túlélni
survivors	túlélők
suspect	gyanúsított
suspected	feltételezett
suspended	felfüggesztett
suspension	felfüggesztés
suspicious	gyanús
sustainability	fenntarthatóság
sustainable	fenntartható
sustained	fenntartva
swallow	Nyel
swallowed	lenyelt
swear	esküszik
sweat	izzad
sweater	pulóver
sweden	Svédország
sweet	édes
sweets	édesség
swelling	duzzanat
swept	söpört
swim	úszás
swimming	úszás
swing	hinta
swiss	svájci
switch	kapcsoló
switched	váltott
switching	átkapcsolás
switzerland	Svájc
sword	kard
symbol	szimbólum
symbolic	szimbolikus
symbols	szimbólumok
symptom	tünet
symptoms	tünetek
synagogues	zsinagógák
syndrome	szindróma
synthesis	szintézis
synthetic	szintetikus
syria	Szíria
Syrian	szír
system	rendszer
systematic	szisztematikus
systemic	szisztémás
systems	rendszerek
table	asztal
tables	táblázatok
tablet	tabletta
tablets	tabletek
tactical	taktikai
tactics	taktikát
tag	címke
tags	címkéket
tail	farok
Taiwan	Tajvan
take	vesz
taken	vett
takes	veszi
taking	szedése
tale	mese
talent	tehetség
talented	tehetséges
tales	meséket
talk	beszélgetés
talked	beszélt
talking	beszél
talks	beszél
tall	magas
taller	magasabb
tank	tartály
tanks	tankok
tap	Koppintson a
tape	szalag
target	cél
targeted	célzott
targets	célpontok
task	feladat
tasks	feladatokat
taste	íz
tastes	ízek
tasty	ízletes
tattoo	tetoválás
taught	tanított
tax	adó
taxes	adókat
teach	tanít
teacher	tanár
teachers	tanárok
teaches	tanít
teaching	tanítás
teachings	tanításait
team	csapat
teams	csapatok
tear	könny
technical	műszaki
technically	technikailag
technique	technika
techniques	technikák
technological	technikai
technologies	technológiákat
technology	technológia
ted	megforgat
teenage	tizenéves
teenager	tizenéves
teenagers	tinédzserek
teeth	fogak
telephone	telefon
telescope	távcső
television	televízió
tell	Mondd
telling	sokatmondó
tells	elmondja
temperature	hőfok
temperatures	hőmérsékletek
temple	templom
temples	templomok
temporal	időbeli
temporarily	ideiglenesen
temporary	ideiglenes
ten	tíz
tend	hajlamos
tendency	tendencia
tender	pályázati kiírás
tends	hajlamos
tennis	tenisz
tens	tízesek
tense	feszült
tension	feszültség
tensions	feszültségek
tent	sátor
tenth	tizedik
tenure	birtoklás
term	kifejezést
terminal	terminál
terms	feltételeket
terrace	terasz
terrain	terep
terrestrial	földi
terrible	szörnyű
territorial	területi
territories	területeken
territory	terület
terrorism	terrorizmus
terrorist	terrorista
terry	frottír
test	teszt
testament	végrendelet
tested	tesztelve
testimony	bizonyság
testing	tesztelés
testosterone	tesztoszteron
tests	tesztek
text	szöveg
textile	textil
texts	szövegek
texture	struktúra
Thailand	Thaiföld
